single.in.short.pass	single	in_range	5	artifacts/evidence/p10-1/20260328T064554Z/cases/single.in.short.pass/gate.json	artifacts/evidence/p10-1/20260328T064554Z/cases/single.in.short.pass/signal_to_action.json
single.in.medium.pass	single	in_range	20	artifacts/evidence/p10-1/20260328T064554Z/cases/single.in.medium.pass/gate.json	artifacts/evidence/p10-1/20260328T064554Z/cases/single.in.medium.pass/signal_to_action.json
multi_parent.in.short.gating_effective	multi_parent	in_range	5	artifacts/evidence/p10-1/20260328T064554Z/cases/multi_parent.in.short.gating_effective/gate.json	artifacts/evidence/p10-1/20260328T064554Z/cases/multi_parent.in.short.gating_effective/signal_to_action.json
multi_parent.out.short.attention_too_high	multi_parent	out_of_range	5	artifacts/evidence/p10-1/20260328T064554Z/cases/multi_parent.out.short.attention_too_high/gate.json	artifacts/evidence/p10-1/20260328T064554Z/cases/multi_parent.out.short.attention_too_high/signal_to_action.json
multi_parent.in.medium.gating_effective	multi_parent	in_range	20	artifacts/evidence/p10-1/20260328T064554Z/cases/multi_parent.in.medium.gating_effective/gate.json	artifacts/evidence/p10-1/20260328T064554Z/cases/multi_parent.in.medium.gating_effective/signal_to_action.json
same_role.in.short.stable	same_role	in_range	5	artifacts/evidence/p10-1/20260328T064554Z/cases/same_role.in.short.stable/gate.json	artifacts/evidence/p10-1/20260328T064554Z/cases/same_role.in.short.stable/signal_to_action.json
same_role.out.short.yield_high	same_role	out_of_range	5	artifacts/evidence/p10-1/20260328T064554Z/cases/same_role.out.short.yield_high/gate.json	artifacts/evidence/p10-1/20260328T064554Z/cases/same_role.out.short.yield_high/signal_to_action.json
